message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_1f3fRDbsl9jD5Ww_5,R_1f3fRDbsl9jD5Ww,358,1.667,1.625,0,0,"Trump should really not underestimate the blacks. They got complacent after two Obama terms, and didn't come out in force like they should have for the election. Now that Trump is in office, I don't think there's any way he can win the black vote, and that would definitely sway the election in 2020. I really think Trump's days are numbered, whether it's impeachment or defeat in the next election."
R_Rklp4RWQVQgmWid_1,R_Rklp4RWQVQgmWid,66,4.500,3.875,1,0,The results of the fire could have been worse. I'm just glad nobody died.  Stuff can always be replaced.  Burns are the worst since they're so painful.  Hopefully these people have some family they can stay with until they're able to find a new housing situation. That's great that the firemen were able to get the fire under control so quickly.
R_Rklp4RWQVQgmWid_2,R_Rklp4RWQVQgmWid,133,4.000,5.375,1,1,"Seriously, what's wrong with this guy! Who throws an animal to the ground for no reason.  What a jerk. I hope the judge throws the book at him. He doesn't necessarily deserve jail time, but I'm thinking a hefty fine as well as many hours of community service.  Sea World should file a restraining order from this guy as well."
R_Rklp4RWQVQgmWid_3,R_Rklp4RWQVQgmWid,199,3.000,3.875,0,0,"I feel like a similar scenario happens at least once a year in Hollywood.  When I hear about stories that happen in Hollywood, the lifestyles are so different than mine that it's almost like it's not real, like it's a movie.  People in Hollywood always have something to complain about so it's hard to feel sympathy for them, even when something like this happens.  "
R_Rklp4RWQVQgmWid_4,R_Rklp4RWQVQgmWid,327,2.833,3.875,0,0,All of this unrest in the middle east makes me afraid to ever leave North America.  I'm glad that it turned out that the shooter was mentally unstable instead of being involved in a larger plot.  I wish I had some answers that could make all this war easier but I just don't understand why everyone can't just get along.
R_Rklp4RWQVQgmWid_5,R_Rklp4RWQVQgmWid,370,5.667,5.375,1,1,Nothing gets to me more than hearing about hungry children. Nobody should go hungry. There's so much food in this world. It breaks my heart to hear about kids fainting in school because they've only had one meal for the day. I wish there was a way to help these kids more directly. I'm not one to give to large non-profit organizations but I feel so bad for these kids.
R_w5etN0bXknX91q9_1,R_w5etN0bXknX91q9,74,4.500,6.250,1,1,"Did you hear about what had happened to the kid in china. They found his body dead in a desserted well in China after he was helping his father pick some vegetables or something like that. I just feel like if he was helping his father, then it is hard to believe that his dad did not know he had fallen into the well. Either way, sad story."
R_w5etN0bXknX91q9_2,R_w5etN0bXknX91q9,124,2.667,2.375,0,0,"Well I just read this ridiculously long article about someone who would take vacations with their family I think. The person just talked about some of their trips, and talked about how vacations and travel in general can expand you as a person. I agree with this claim, and wish traveling could be a little cheaper."
R_w5etN0bXknX91q9_3,R_w5etN0bXknX91q9,195,4.833,2.250,1,0,"So I read an article on Leon Russell passing away. I really do not listen to rock and roll music like that, but from the article you can just see how many people he has touched in his life in positive ways. There was even a quote from Elton John talking about how influential Russel was in his own life, and the impact he had on his stardom."
R_w5etN0bXknX91q9_4,R_w5etN0bXknX91q9,329,5.000,3.375,1,0,"So apparently there is an infamous retired nba star who is going around and pieing influential political figures haha. At first I thought it was a typo, and it was suppose to be die, but it indeed was talking about someone taking a coconut pie, and slamming it into the face of people. The act seems pretty innocent to me, and is almost sad that he is going to have to face some jail time along with the beating from the security. Obviously, you cant go around doing this, but it is tough not to laugh."
R_w5etN0bXknX91q9_5,R_w5etN0bXknX91q9,351,6.000,1.000,1,0,"So I think I just read the most interesting article to date ever published. A girl ran into a police officer with her car, while taking a nude topless selfie to send to her boyfriend. Feel a little bad for her, even though she should not be doing this, especially with a glass of wine in her cup holder haha. Guessing she was drunk, which is the main crime here. She had a bond of 2000 dollars I believe. I kind of want her to be freed haha."
R_2COOVjyAYcbSZBM_1,R_2COOVjyAYcbSZBM,40,2.500,1.250,0,0,I find it interesting to view the lives of primates in order to try and understand how it relates to our own. The way that the primates dealt with farsightedness seemed very practical to me which shows off their ingenuity and ability to problem solve. It makes me wonder if that's where humans get their own ability to problem solve as well.
R_2COOVjyAYcbSZBM_2,R_2COOVjyAYcbSZBM,89,2.000,3.375,0,0,"You have what amounts to a horrible murder case in a rich area of Manhattan. Usually in a case like this police struggle to come up with a single suspect, but in this instance, you have two. There is no lack of evidence either. The police found a tremendous amount of evidence at the scene. Did they collaborate on the murder? If not, which one did it? The police will have a hard time with this one."
R_2COOVjyAYcbSZBM_3,R_2COOVjyAYcbSZBM,192,1.667,1.375,0,0,Whenever kids are involved in a nasty breakup there are never any winners. The person who gets the short end of the stick in this case will probably be the child who will be forced to split time and maybe even countries between the two parents. People should try and consider the child's feelings before using them as pawns in a custody fight.
R_2COOVjyAYcbSZBM_4,R_2COOVjyAYcbSZBM,334,2.000,2.500,0,0,"This day and age, there is a tremendous amount of evidence showing that climate change is real. In this new reality, how will life react. Do species have the ability to adapt and thrive in new clients or will they disappear. What will happen to humans as well? More studies need to be done in order to figure out not if we can stop climate change, but how will it affect us all."
R_2COOVjyAYcbSZBM_5,R_2COOVjyAYcbSZBM,391,2.167,1.250,0,0,"Obesity is an epidemic in today's society. Almost one in three people are obese. Sometimes I wonder how we got here. People these days take no responsibility for themselves and their actions. The cost of care has increased tremendously from the obesity epidemic in this country. According to the most current statistics, over fifteen million Americans can be classified as extremely obese."
R_vZuGlfj8lOmSY37_1,R_vZuGlfj8lOmSY37,42,5.833,3.750,1,0,"I think it is a shame that people still lose their lives on trails. Some do not appreciate the dangers of mother nature and try to best her without realizing what they are up against. It is always important to prepare before you go out on a hike. Without understanding what you are doing, a person could easily end up lost or dead."
R_vZuGlfj8lOmSY37_2,R_vZuGlfj8lOmSY37,117,2.000,5.375,0,1,"I am very concerned about the spread of Zika. I think in many cases the federal government takes it too likely. What price is too expensive for the health and safety of our citizens, especially our most vulnerable ones. Given the advance warning we’ve had about the dangers and progression of Zika, it is shameful the lack of progress that has been made globally."
